tipo;titulo;Id_diretor;data_inclusao;ano_lancamento;id_avaliacao;analiacoes_qtd;duracao;duracao_tipo
Filme;The Conjuring;1496;21/02/2021;2013;R;1.648.504;112;minutos
Filme;The Conjuring 2;1496;21/02/2021;2016;R;1.394.888;134;minutos
Filme;Classmates Minus;1388;20/02/2021;2020;TV-MA;1.650.207;123;minutos
Filme;Operation Finale;680;20/02/2021;2018;PG-13;761.634;123;minutos
Filme;Wave of Cinema: Surat dari Timur;3271;20/02/2021;2020;TV-G;380.817;58;minutos
Filme;I Care a Lot;1446;19/02/2021;2021;R;381.210;118;minutos
Filme;Love;1948;19/02/2021;2020;TV-14;635.350;91;minutos
Filme;Perú: Tesoro escondido;2134;19/02/2021;2017;TV-PG;635.350;76;minutos
Filme;Eeb Allay Ooo!;2885;18/02/2021;2019;TV-MA;1.399.211;97;minutos
Filme;No Escape Room;134;18/02/2021;2018;TV-14;1.399.211;85;minutos
Filme;The Most Unknown;1400;17/02/2021;2018;TV-PG;763.992;92;minutos
Filme;Animals on the Loose: A You vs. Wild Movie;429;16/02/2021;2021;TV-PG;1.529.556;139;minutos
Filme;Awara Paagal Deewana;3806;16/02/2021;2002;TV-14;637.315;162;minutos
Filme;The Resurrection of Gavin Stone;762;16/02/2021;2017;PG;382.389;92;minutos
Filme;My Teacher, My Obsession;764;15/02/2021;2018;TV-14;1.275.940;86;minutos
Filme;Namaste Wahala;1310;14/02/2021;2021;TV-14;1.149.525;107;minutos
Filme;Monsoon;1379;13/02/2021;2020;TV-MA;1.662.128;85;minutos
Filme;Hate by Dani Rovira;2256;12/02/2021;2021;TV-MA;255.974;83;minutos
Filme;Mundina Nildana;3810;12/02/2021;2019;TV-MA;895.909;104;minutos
Filme;To All The Boys: Always And Forever;2405;12/02/2021;2021;TV-14;767.922;116;minutos
Filme;Xico's Journey;1041;12/02/2021;2021;TV-Y7;1.279.870;87;minutos
Filme;Growing up and other problems;713;11/02/2021;2018;TV-14;256.236;91;minutos
Filme;Layla Majnun;2518;11/02/2021;2020;TV-14;1.537.416;119;minutos
Filme;Middle of Nowhere;368;11/02/2021;2012;R;640.590;102;minutos
Filme;Red Dot;96;11/02/2021;2021;TV-MA;1.153.062;86;minutos
Filme;Squared Love;1114;11/02/2021;2021;TV-14;384.354;102;minutos
Filme;This Is the Life;368;11/02/2021;2008;TV-MA;512.472;98;minutos
Série;Crime Scene: The Vanishing at the Cecil Hotel;1645;10/02/2021;2021;TV-MA;1.410.739;1;temporadas
Filme;The Misadventures of Hedi and Cokeman;1821;10/02/2021;2021;TV-MA;897.743;99;minutos
Filme;The World We Make;516;10/02/2021;2019;PG;641.245;108;minutos
Filme;War Dogs;3668;08/02/2021;2016;R;1.670.643;114;minutos
Filme;Monster Run;1358;07/02/2021;2020;TV-14;771.852;104;minutos
Filme;Blanche Gardin: I talk to myself;2175;05/02/2021;2017;TV-MA;1.289.040;88;minutos
Filme;Doob: No Bed of Roses;2525;05/02/2021;2017;TV-PG;515.616;104;minutos
Filme;Little Big Women;1777;05/02/2021;2020;TV-14;1.546.848;123;minutos
Filme;Malcolm & Marie;3207;05/02/2021;2021;R;1.546.848;106;minutos
Filme;Space Sweepers;1639;05/02/2021;2021;TV-MA;1.289.040;138;minutos
Filme;Strip Down, Rise Up;2450;05/02/2021;2021;R;1.160.136;113;minutos
Filme;The Last Paradiso;3104;05/02/2021;2020;TV-MA;1.031.232;107;minutos
Filme;The Yin-Yang Master: Dream Of Eternity;1285;05/02/2021;2021;TV-14;1.160.136;133;minutos
Filme;All My Friends Are Dead;1504;03/02/2021;2020;TV-MA;1.033.328;97;minutos
Filme;Black Beach;1060;03/02/2021;2020;TV-MA;774.996;116;minutos
Filme;Our Lady of San Juan, Four Centuries of Miracles;2648;02/02/2021;2020;TV-PG;775.782;123;minutos
Filme;Beverly Hills Ninja;919;01/02/2021;1997;PG-13;1.035.424;89;minutos
Filme;Rocks;3261;01/02/2021;2019;TV-MA;647.140;93;minutos
Filme;Shutter Island;2299;01/02/2021;2010;R;1.294.280;139;minutos
Filme;The Bank Job;3116;01/02/2021;2008;R;1.682.564;112;minutos
Série;The House Arrest of Us;3021;01/02/2021;2020;TV-MA;1.682.564;1;temporadas
Filme;Zathura;1729;01/02/2021;2005;PG;647.140;101;minutos
Filme;Fatima;2230;31/01/2021;2020;PG-13;1.036.472;113;minutos
Filme;Hell Fest;1276;31/01/2021;2018;R;906.913;89;minutos
Filme;Below Zero;2103;29/01/2021;2021;TV-MA;389.463;107;minutos
Filme;Finding ‘Ohana;1806;29/01/2021;2021;PG;389.463;123;minutos
Filme;The Dig;3406;29/01/2021;2021;PG-13;1.687.673;113;minutos
Filme;June & Kopi;2663;28/01/2021;2021;TV-PG;1.559.424;90;minutos
Filme;Accomplice;1612;27/01/2021;2021;TV-14;1.300.830;52;minutos
Filme;Kilometers and Kilometers;1608;27/01/2021;2020;TV-MA;1.170.747;127;minutos
Filme;Penguin Bloom;1246;27/01/2021;2021;TV-14;1.560.996;95;minutos
Filme;Black Rose;2672;26/01/2021;2018;TV-14;520.856;121;minutos
Filme;Hire a Woman;1409;26/01/2021;2019;TV-14;911.498;108;minutos
Filme;She Is;660;26/01/2021;2019;TV-PG;781.284;102;minutos
Filme;So My Grandma’s a Lesbian!;264;22/01/2021;2020;TV-MA;1.438.118;95;minutos
Filme;The Next Three Days;2776;22/01/2021;2010;PG-13;1.699.594;133;minutos
Filme;The White Tiger;2964;22/01/2021;2021;R;392.214;127;minutos
Filme;Friendsgiving;2620;21/01/2021;2020;R;916.083;95;minutos
Filme;The Shadow of Violence;2618;21/01/2021;2020;R;1.177.821;101;minutos
Filme;Cut Throat City;3167;20/01/2021;2020;R;1.048.000;123;minutos
Filme;Sightless;734;20/01/2021;2020;TV-14;1.703.000;89;minutos
Filme;Homefront;1186;18/01/2021;2013;R;1.181.358;100;minutos
Filme;A Monster Calls;1450;16/01/2021;2016;PG-13;1.709.812;108;minutos
Filme;Death of Me;822;16/01/2021;2020;R;526.096;94;minutos
Filme;Double Dad;750;15/01/2021;2020;TV-G;394.965;105;minutos
Filme;Outside the Wire;2467;15/01/2021;2021;R;789.930;116;minutos
Filme;Pinkfong & Baby Shark's Space Adventure;560;15/01/2021;2019;TV-Y;1.316.550;65;minutos
Filme;The Vanished;2814;15/01/2021;2020;R;526.620;115;minutos
Filme;Tribhanga - Tedhi Medhi Crazy;3008;15/01/2021;2021;TV-MA;1.579.860;96;minutos
Filme;What Would Sophia Loren Do?;3142;15/01/2021;2021;TV-14;1.579.860;32;minutos
Filme;Wish You;3532;15/01/2021;2021;TV-PG;1.316.550;102;minutos
Filme;Tanda Tanya;1323;14/01/2021;2011;TV-MA;395.358;102;minutos
Filme;An Imperfect Murder;1494;13/01/2021;2017;R;1.714.921;71;minutos
Série;Night Stalker: The Hunt for a Serial Killer;3645;13/01/2021;2021;TV-MA;1.187.253;1;temporadas
Filme;Al acecho;1134;12/01/2021;2019;TV-MA;1.188.432;81;minutos
Filme;Chris Rock Total Blackout: The Tamborine Extended Cut;675;12/01/2021;2021;TV-MA;528.192;98;minutos
Série;Last Tango in Halifax;1823;12/01/2021;2020;TV-MA;1.056.384;4;temporadas
Filme;Crack: Cocaine, Corruption & Conspiracy;3449;11/01/2021;2021;TV-MA;264.358;90;minutos
Filme;Apaharan;2877;08/01/2021;2005;TV-14;265.144;161;minutos
Filme;BluffMaster!;3122;08/01/2021;2005;TV-14;1.590.864;129;minutos
Filme;Charming;3143;08/01/2021;2021;TV-Y7;1.590.864;85;minutos
Filme;Gangaajal;2877;08/01/2021;2003;TV-MA;1.193.148;148;minutos
Filme;Is Love Enough? Sir;3123;08/01/2021;2018;TV-MA;1.325.720;99;minutos
Série;The Idhun Chronicles;2177;08/01/2021;2021;TV-14;265.144;2;temporadas
Filme;100% Halal;1533;07/01/2021;2020;TV-14;398.109;101;minutos
Filme;Pieces of a Woman;1976;07/01/2021;2020;R;1.725.139;128;minutos
Filme;Tony Parker: The Final Shot;1116;06/01/2021;2020;TV-14;265.668;99;minutos
Filme;Hello Brother;3421;04/01/2021;1999;TV-14;266.192;126;minutos
Filme;Playing for Keeps;1170;03/01/2021;2012;PG-13;399.681;106;minutos
Filme;Asphalt Burning;1307;02/01/2021;2020;TV-14;666.790;101;minutos
Filme;Bad Grandpa .5;1581;01/01/2021;2014;TV-MA;400.467;87;minutos
Filme;Case 39;682;01/01/2021;2009;R;934.423;111;minutos
Filme;Eddie Murphy: Raw;3094;01/01/2021;1987;R;1.067.912;90;minutos
Filme;Full Out 2: You Got This!;1574;01/01/2021;2020;TV-Y;266.978;91;minutos
Filme;Gimme Shelter;3137;01/01/2021;2013;PG-13;1.334.890;101;minutos
Filme;Good Burger;525;01/01/2021;1997;PG;266.978;96;minutos
Filme;Good Hair;1579;01/01/2021;2009;PG-13;800.934;96;minutos
Filme;Into the Wild;3307;01/01/2021;2007;R;934.423;148;minutos
Filme;London Heist;2270;01/01/2021;2017;R;1.201.401;96;minutos
Filme;Mean Girls 2;2371;01/01/2021;2011;PG-13;800.934;98;minutos
Filme;Mystic Pizza;963;01/01/2021;1988;R;667.445;104;minutos
Série;The Cat in the Hat Knows a Lot About That!;3705;01/01/2021;2014;TV-Y;1.334.890;1;temporadas
Filme;Unknown;1536;01/01/2021;2011;PG-13;800.934;113;minutos
Filme;What Happened to Mr. Cha?;1954;01/01/2021;2021;TV-MA;667.445;102;minutos
Filme;What's Eating Gilbert Grape;2027;01/01/2021;1993;PG-13;400.467;118;minutos
Filme;Alaska Is a Drag;3366;31/12/2020;2017;TV-MA;1.068.960;83;minutos
Filme;Bobby Jasoos;3222;31/12/2020;2014;TV-14;1.068.960;116;minutos
Filme;Tarung Sarung;323;31/12/2020;2020;TV-PG;1.068.960;116;minutos
Filme;Too Handsome to Handle;3176;31/12/2020;2019;TV-14;534.480;106;minutos
Série;SanPa: Sins of the Savior;739;30/12/2020;2020;TV-MA;1.471.261;1;temporadas
Filme;The Rope Curse 2;2085;30/12/2020;2020;TV-MA;1.337.510;105;minutos
Filme;Rango;1255;28/12/2020;2011;PG;1.206.117;110;minutos
Filme;DNA;2178;26/12/2020;2020;TV-MA;268.550;91;minutos
Filme;The Magic School Bus Rides Again In the Zone;3043;26/12/2020;2020;TV-Y;1.611.300;46;minutos
Filme;AK vs AK;3809;25/12/2020;2020;TV-MA;940.842;109;minutos
Filme;Isa Pa with Feelings;2893;25/12/2020;2019;TV-G;940.842;102;minutos
Filme;We Can Be Heroes;3090;25/12/2020;2020;PG;268.812;101;minutos
Filme;Bridezilla;224;24/12/2020;2019;TV-MA;941.759;94;minutos
Filme;Cemara's Family;3888;24/12/2020;2018;TV-G;1.748.981;110;minutos
Filme;Hello, Love, Goodbye;597;24/12/2020;2019;TV-14;941.759;117;minutos
Filme;The Midnight Sky;1212;23/12/2020;2020;PG-13;1.346.680;119;minutos
Filme;Your Name Engraved Herein;2098;23/12/2020;2020;TV-MA;1.346.680;115;minutos
Filme;After We Collided;3118;22/12/2020;2020;R;673.995;105;minutos
Filme;London Hughes: To Catch a D*ck;1984;22/12/2020;2020;TV-MA;1.078.392;68;minutos
Filme;Shaun the Sheep: The Farmer’s Llamas;1544;22/12/2020;2020;TV-Y;1.752.387;28;minutos
Filme;Ariana grande: excuse me, i love you;2773;21/12/2020;2020;TV-MA;1.349.300;98;minutos
Filme;The Con Is On;1482;21/12/2020;2018;R;674.650;95;minutos
Filme;Mohamed Hussein;2532;20/12/2020;2019;TV-14;1.350.610;96;minutos
Filme;Rhys Nicholson Live at the Athenaeum;3635;20/12/2020;2020;TV-MA;1.080.488;66;minutos
Filme;Atlas Shrugged: Part II;1706;19/12/2020;2012;PG-13;1.757.496;112;minutos
Filme;Guest House;3210;18/12/2020;2020;R;1.217.907;84;minutos
Filme;Ma Rainey's Black Bottom;1211;18/12/2020;2020;R;811.938;94;minutos
Filme;Mukhsin;3895;18/12/2020;2006;TV-PG;1.217.907;98;minutos
Filme;Rabun;3895;18/12/2020;2004;TV-PG;947.261;85;minutos
Filme;Talentime;3895;18/12/2020;2009;TV-14;676.615;120;minutos
Filme;An Unremarkable Christmas;1797;17/12/2020;2020;TV-14;812.724;83;minutos
Filme;Braven;2088;17/12/2020;2018;R;1.083.632;94;minutos
Filme;Eggnoid: Love & Time Portal;2582;17/12/2020;2019;TV-14;1.489.994;102;minutos
Filme;Love You to the Stars and Back;301;17/12/2020;2017;TV-14;1.219.086;111;minutos
Filme;Sakaling Maging Tayo;1794;17/12/2020;2019;TV-14;677.270;90;minutos
Série;Schulz Saves America;150;17/12/2020;2020;TV-MA;1.760.902;1;temporadas
Filme;The Wedding Shaman;1088;17/12/2020;2019;TV-PG;948.178;111;minutos
Série;BREAK IT ALL: The History of Rock in Latin America;2861;16/12/2020;2020;TV-MA;406.755;1;temporadas
Filme;Bwakaw;1831;16/12/2020;2012;TV-MA;1.491.435;110;minutos
Filme;Incarnate;492;16/12/2020;2016;PG-13;1.491.435;87;minutos
Filme;Lee Daniels' The Butler;2045;16/12/2020;2013;PG-13;1.220.265;132;minutos
Filme;Nocturnal Animals;3683;16/12/2020;2016;R;1.762.605;117;minutos
Filme;Vir Das: Outside In - The Lockdown Special;3822;16/12/2020;2020;TV-MA;406.755;50;minutos
Filme;Grizzlies;2495;15/12/2020;2018;R;1.492.876;106;minutos
Filme;The Professor and the Madman;1084;15/12/2020;2019;TV-14;542.864;125;minutos
Filme;A California Christmas;3361;14/12/2020;2020;PG-13;1.222.623;107;minutos
Filme;A Trash Truck Christmas;988;11/12/2020;2020;TV-Y;1.498.640;28;minutos
Filme;The Prom;3163;11/12/2020;2020;PG-13;953.680;132;minutos
Filme;Torbaaz;1240;11/12/2020;2020;TV-MA;1.771.120;133;minutos
Filme;Funny Boy;908;10/12/2020;2020;TV-MA;1.363.710;109;minutos
Série;Futmalls.com;2014;10/12/2020;2020;TV-14;1.772.823;1;temporadas
Filme;Just The Way You Are;3621;10/12/2020;2016;TV-G;409.113;107;minutos
Filme;She's the One;2164;10/12/2020;2013;TV-14;954.597;111;minutos
Filme;The Panti Sisters;1831;10/12/2020;2019;TV-MA;272.742;108;minutos
Filme;Kalel, 15;1831;09/12/2020;2019;TV-MA;409.506;105;minutos
Filme;Rose Island;3558;09/12/2020;2020;TV-14;1.501.522;119;minutos
Filme;André & his olive tree;1791;08/12/2020;2020;TV-PG;273.266;104;minutos
Filme;Bobbleheads The Movie;1968;08/12/2020;2020;PG;683.165;83;minutos
Filme;Super Monsters: Santa’s Super Monster Helpers;3476;08/12/2020;2020;TV-Y;409.899;24;minutos
Filme;Triple 9;1690;08/12/2020;2016;R;1.366.330;115;minutos
Filme;Ava;3595;07/12/2020;2020;R;410.292;97;minutos
Série;Room 2806: The Accusation;1472;07/12/2020;2020;TV-MA;1.367.640;1;temporadas
Filme;Mighty Express: A Mighty Christmas;722;05/12/2020;2020;TV-Y;1.644.312;26;minutos
Filme;Christmas Crossfire;929;04/12/2020;2020;TV-MA;685.785;106;minutos
Filme;MANK;846;04/12/2020;2020;R;1.371.570;133;minutos
Filme;You Are My Home;186;04/12/2020;2020;TV-PG;1.371.570;93;minutos
Filme;Between Maybes;1526;03/12/2020;2019;TV-14;1.784.744;108;minutos
Filme;Break;2219;03/12/2020;2018;TV-MA;549.152;96;minutos
Filme;Chico Bon Bon and the Very Berry Holiday;820;03/12/2020;2020;TV-Y;1.235.592;25;minutos
Filme;Just Another Christmas;3098;03/12/2020;2020;TV-MA;549.152;101;minutos
Filme;Must Be... Love;760;03/12/2020;2013;TV-14;961.016;106;minutos
Filme;Ari Eldjárn: Pardon My Icelandic;364;02/12/2020;2020;TV-MA;1.099.352;54;minutos
Filme;Fierce;284;02/12/2020;2020;TV-MA;274.838;118;minutos
Filme;3 Days to Kill;2366;01/12/2020;2014;PG-13;550.200;117;minutos
Filme;Angela's Christmas Wish;766;01/12/2020;2020;TV-Y;1.513.050;48;minutos
Filme;Angels & Demons;3136;01/12/2020;2009;PG-13;1.237.950;139;minutos
Filme;Chef;1729;01/12/2020;2014;R;275.100;115;minutos
Filme;Effie Gray;3033;01/12/2020;2014;PG-13;1.100.400;109;minutos
Filme;Monster House;1233;01/12/2020;2006;PG;1.788.150;91;minutos
Filme;Natalie Palamides: Nate - A One Man Show;2843;01/12/2020;2020;TV-MA;1.100.400;60;minutos
Filme;Peppermint;2865;01/12/2020;2018;R;1.237.950;102;minutos
Filme;Quigley Down Under;3409;01/12/2020;1990;PG-13;412.650;120;minutos
Filme;The Da Vinci Code;3136;01/12/2020;2006;PG-13;687.750;149;minutos
Filme;The Happytime Murders;519;01/12/2020;2018;R;1.788.150;91;minutos
Filme;U-Turn;926;01/12/2020;2020;TV-MA;1.237.950;99;minutos
Filme;Finding Agnes;2286;30/11/2020;2020;TV-PG;1.239.129;106;minutos
Filme;Rust Creek;1591;30/11/2020;2018;R;1.101.448;108;minutos
Filme;Spookley and the Christmas Kittens;449;30/11/2020;2019;TV-Y;826.086;45;minutos
Filme;The 2nd;526;30/11/2020;2020;TV-MA;1.376.810;93;minutos
Filme;Dance Dreams: Hot Chocolate Nutcracker;2677;27/11/2020;2020;TV-PG;552.296;81;minutos
Filme;Don’t Listen;262;27/11/2020;2020;TV-MA;690.370;98;minutos
Filme;The Beast;2132;27/11/2020;2020;TV-MA;1.242.666;100;minutos
Filme;The Call;2044;27/11/2020;2020;TV-MA;1.656.888;112;minutos
Filme;Fantastica;403;26/11/2020;2018;TV-PG;1.658.460;114;minutos
Filme;Larry the Cable Guy: Remain Seated;528;26/11/2020;2020;TV-14;829.230;68;minutos
Filme;Mosul;2347;26/11/2020;2020;TV-MA;552.820;103;minutos
Filme;Unexpectedly Yours;597;26/11/2020;2017;TV-14;967.435;121;minutos
Filme;Ghosts of War;1039;25/11/2020;2020;R;968.352;95;minutos
Filme;Shawn Mendes: Live in Concert;2773;25/11/2020;2020;TV-PG;1.798.368;87;minutos
Filme;The Christmas Chronicles: Part Two;658;25/11/2020;2020;PG;691.680;115;minutos
Filme;Andhaghaaram;3765;24/11/2020;2020;TV-14;830.802;171;minutos
Filme;Andhakaaram;3765;24/11/2020;2020;TV-14;830.802;171;minutos
Série;Before 30;416;24/11/2020;2015;TV-MA;1.246.203;1;temporadas
Filme;Hillbilly Elegy;3136;24/11/2020;2020;R;1.246.203;117;minutos
Filme;Notes for My Son;585;24/11/2020;2020;TV-MA;969.269;84;minutos
Filme;Hard Kill;2330;23/11/2020;2020;R;1.663.176;98;minutos
Filme;Shawn Mendes: In Wonder;1258;23/11/2020;2020;TV-MA;1.247.382;83;minutos
Filme;The Suit;2507;23/11/2020;2018;TV-14;1.108.784;97;minutos
Filme;Dolly Parton’s Christmas on the Square;904;22/11/2020;2020;TV-PG;832.374;99;minutos
Filme;Machete Kills;3090;22/11/2020;2013;R;416.187;108;minutos
Filme;40 Sticks;3789;20/11/2020;2019;TV-14;694.955;93;minutos
Filme;Alien Xmas;3465;20/11/2020;2020;TV-Y;416.973;42;minutos
Filme;The App That Stole Christmas;2515;20/11/2020;2020;TV-PG;1.111.928;64;minutos
Filme;Black Friday;313;19/11/2020;2004;TV-MA;417.366;162;minutos
Filme;Bodyguard;3397;19/11/2020;2011;TV-14;1.252.098;130;minutos
Filme;Break Ke Baad;811;19/11/2020;2010;TV-14;1.669.464;108;minutos
Filme;Hawaizaada;3782;19/11/2020;2015;TV-14;1.112.976;129;minutos
Filme;My Amnesia Girl;597;19/11/2020;2010;TV-14;1.252.098;105;minutos
Filme;Raman Raghav 2.0;313;19/11/2020;2016;TV-MA;1.391.220;133;minutos
Filme;Singham;3126;19/11/2020;2011;TV-14;1.252.098;142;minutos
Filme;TE3N;3013;19/11/2020;2016;TV-14;1.252.098;128;minutos
Filme;The Princess Switch: Switched Again;2483;19/11/2020;2020;TV-G;556.488;97;minutos
Filme;Three Words to Forever;597;19/11/2020;2018;TV-G;417.366;107;minutos
Filme;Well Done Abba;3394;19/11/2020;2009;TV-14;695.610;135;minutos
Filme;Ainu Mosir;3569;17/11/2020;2020;TV-PG;557.536;84;minutos
Filme;Kevin Hart: Zero F**ks Given;2071;17/11/2020;2020;TV-MA;1.393.840;70;minutos
Filme;Loving;1577;16/11/2020;2016;PG-13;1.534.665;124;minutos
Filme;A Very Country Christmas;1841;15/11/2020;2017;TV-G;977.522;84;minutos
Filme;Hometown Holiday;1841;15/11/2020;2018;TV-G;1.117.168;84;minutos
Filme;White Christmas;2394;15/11/2020;1954;TV-G;1.396.460;120;minutos
Filme;Killer Cove;764;14/11/2020;2019;TV-14;1.537.547;87;minutos
Filme;Fukrey Boyzzz: Space Mein Fukrapanti;374;13/11/2020;2020;TV-Y7;1.259.172;75;minutos
Filme;Jingle Jangle: A Christmas Journey;843;13/11/2020;2020;PG;1.259.172;124;minutos
Filme;The Beginning of Life 2: Outside;3002;13/11/2020;2020;TV-PG;1.399.080;92;minutos
Filme;The Life Ahead;990;13/11/2020;2020;PG-13;1.678.896;95;minutos
Série;The Minions of Midas;2317;13/11/2020;2020;TV-MA;699.540;1;temporadas
Filme;A Very Special Love;597;12/11/2020;2008;TV-G;1.820.507;107;minutos
Filme;First Love;2786;12/11/2020;2018;TV-MA;420.117;123;minutos
Filme;Fruitvale Station;3160;12/11/2020;2013;R;560.156;85;minutos
Filme;Ludo;312;12/11/2020;2020;TV-MA;980.273;150;minutos
Filme;Memories of a Teenager;2125;12/11/2020;2019;TV-MA;1.400.390;97;minutos
Filme;Prom Night;2593;12/11/2020;2008;PG-13;1.260.351;88;minutos
Série;A Queen Is Born;576;11/11/2020;2020;TV-14;700.850;1;temporadas
Filme;What We Wanted;3750;11/11/2020;2020;TV-MA;1.401.700;93;minutos
Filme;Citation;1996;06/11/2020;2020;TV-MA;1.549.075;151;minutos
Filme;Girl's Revenge;3848;06/11/2020;2020;TV-MA;704.125;82;minutos
Filme;The Late Bloomer;1941;06/11/2020;2016;R;704.125;95;minutos
Filme;A New York Christmas Wedding;2713;05/11/2020;2020;TV-MA;1.409.560;90;minutos
Filme;Alone/Together;301;05/11/2020;2019;TV-14;281.912;103;minutos
Série;Carmel: Who Killed Maria Marta?;114;05/11/2020;2020;TV-14;563.824;1;temporadas
Filme;Midnight at the Magnolia;2360;05/11/2020;2020;TV-G;1.268.604;87;minutos
Filme;One More Try;3153;05/11/2020;2012;TV-14;1.691.472;102;minutos
Filme;Operation Christmas Drop;2300;05/11/2020;2020;TV-G;1.127.648;96;minutos
Filme;Christmas with a Prince;1841;04/11/2020;2018;TV-PG;282.174;86;minutos
Filme;Miss India;2563;04/11/2020;2020;TV-PG;1.693.044;136;minutos
Filme;Felix Lobrecht: Hype;1510;03/11/2020;2020;TV-MA;564.872;60;minutos
Filme;MOTHER;3597;03/11/2020;2020;TV-14;847.308;127;minutos
Filme;The Beginning of Life;1063;03/11/2020;2016;TV-PG;847.308;96;minutos
Filme;Christmas Break-In;2413;01/11/2020;2019;TV-PG;565.920;87;minutos
Filme;Elf Pets: A Fox Cub’s Christmas Tale;611;01/11/2020;2020;TV-Y;1.697.760;28;minutos
Filme;Elf Pets: Santa’s Reindeer Rescue;611;01/11/2020;2020;TV-Y;848.880;27;minutos
Filme;Elliot the Littlest Reindeer;1603;01/11/2020;2018;PG;1.839.240;90;minutos
Filme;Little Monsters;3030;01/11/2020;1989;PG;1.273.320;102;minutos
Filme;Mile 22;2810;01/11/2020;2018;R;848.880;94;minutos
Filme;Piercing;2623;01/11/2020;2018;R;1.414.800;81;minutos
Filme;Snowden;2682;01/11/2020;2016;R;1.839.240;134;minutos
Filme;The Impossible;1450;01/11/2020;2012;PG-13;565.920;114;minutos
Filme;The Next Karate Kid;696;01/11/2020;1994;PG;1.697.760;107;minutos
Filme;Wheels of Fortune;3361;01/11/2020;2020;R;1.131.840;107;minutos
Série;Afronta! Facing It!;1814;31/10/2020;2017;TV-PG;1.132.888;1;temporadas
Filme;The 12th Man;1325;31/10/2020;2018;TV-MA;1.132.888;130;minutos
Filme;Hidden in Plain Sight;3442;30/10/2020;2019;TV-14;566.968;87;minutos
Filme;His House;2999;30/10/2020;2020;TV-14;283.484;93;minutos
Filme;In Line;3715;30/10/2020;2017;TV-14;1.417.420;114;minutos
Filme;Kaali Khuhi;3613;30/10/2020;2020;TV-14;425.226;91;minutos
Filme;Rogue City;2692;30/10/2020;2020;TV-MA;1.275.678;116;minutos
Filme;The Day of the Lord;3253;30/10/2020;2020;TV-MA;1.700.904;93;minutos
Filme;Pagpag: Nine Lives;1148;29/10/2020;2013;TV-14;1.844.349;106;minutos
Filme;Holidate;1719;28/10/2020;2020;TV-MA;710.020;105;minutos
Filme;La Gran Ilusión;307;28/10/2020;2016;TV-14;710.020;50;minutos
Filme;Metallica Through The Never;2637;28/10/2020;2013;R;994.028;93;minutos
Filme;Nobody Sleeps in the Woods Tonight;408;28/10/2020;2020;TV-MA;1.846.052;103;minutos
Filme;Secrets of the Saqqara Tomb;1495;28/10/2020;2020;TV-PG;568.016;114;minutos
Filme;Guillermo Vilas: Settling the Score;2323;27/10/2020;2020;TV-14;1.563.485;95;minutos
Filme;Sarah Cooper: Everything's Fine;2569;27/10/2020;2020;TV-MA;1.421.350;50;minutos
Filme;Ajab Prem Ki Ghazab Kahani;2951;25/10/2020;2009;TV-14;284.794;150;minutos
Filme;Black '47;2017;24/10/2020;2018;R;1.282.752;100;minutos
Filme;I Am Woman;3758;24/10/2020;2019;TV-MA;1.282.752;117;minutos
Filme;Alice Junior;1232;23/10/2020;2019;TV-MA;713.295;87;minutos
Filme;Over the Moon;1244;23/10/2020;2020;PG;1.283.931;100;minutos
Filme;Shattered Memories;676;23/10/2020;2018;TV-14;1.854.567;86;minutos
Filme;Cadaver;1512;22/10/2020;2020;TV-MA;713.950;87;minutos
Filme;Exes Baggage;773;22/10/2020;2018;TV-MA;285.580;103;minutos
Filme;Fisherman's Friends;661;22/10/2020;2019;PG-13;999.530;112;minutos
Filme;The Hows of Us;597;22/10/2020;2018;TV-14;1.427.900;120;minutos
Filme;The Hummingbird Project;1957;22/10/2020;2018;R;1.427.900;111;minutos
Filme;Yes, God, Yes;1872;22/10/2020;2020;R;713.950;78;minutos
Filme;Brave Blue World: Racing to Solve Our Water Crisis;3652;21/10/2020;2020;TV-PG;1.715.052;51;minutos
Filme;Rebecca;432;21/10/2020;2020;PG-13;1.857.973;123;minutos
Filme;The Magic School Bus Rides Again The Frizz Connection;3043;20/10/2020;2020;TV-Y;429.156;46;minutos
Filme;Tremors: Shrieker Island;961;20/10/2020;2020;PG-13;1.573.572;102;minutos
Filme;Beirut Oh Beirut;2288;19/10/2020;1975;TV-14;715.915;106;minutos
Filme;Bosta;2855;19/10/2020;2005;TV-14;715.915;112;minutos
Filme;Ghadi;194;19/10/2020;2013;TV-MA;1.718.196;101;minutos
Filme;Heritages;2855;19/10/2020;2014;TV-14;1.288.647;96;minutos
Filme;Listen;2855;19/10/2020;2017;TV-MA;1.575.013;103;minutos
Filme;Out of Life;2288;19/10/2020;1991;TV-MA;1.002.281;94;minutos
Filme;Panoptic;2968;19/10/2020;2017;TV-MA;1.861.379;69;minutos
Filme;Taxi Ballad;789;19/10/2020;2012;TV-MA;1.718.196;81;minutos
Filme;The Kite;2970;19/10/2020;2003;TV-MA;429.549;76;minutos
Filme;The Little Wars;2288;19/10/2020;1982;TV-14;572.732;108;minutos
Filme;Under the Bombs;2855;19/10/2020;2007;TV-MA;1.002.281;94;minutos
Filme;West Beirut;3938;19/10/2020;1999;TV-MA;1.288.647;106;minutos
Filme;What Did I Mess;3337;19/10/2020;2018;TV-14;572.732;98;minutos
Filme;Whispers;2288;19/10/2020;1980;TV-14;1.575.013;93;minutos
